time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-09-22 09:30:00-04:00,MLTrader,3c5e93bc5a3d46fd91be8f7f2b7596d7,SPY,sell,stop,fill,1,day,0.0,1,stock,367.90648956298827,3900.0,0.0
2022-09-27 09:30:00-04:00,MLTrader,aab7e123c3154428beb0ca5bd7fccbd9,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-27 09:30:00-04:00,MLTrader,aab7e123c3154428beb0ca5bd7fccbd9,SPY,sell,market,fill,1,gtc,0.0,1,stock,364.3800048828125,418.0,0.0
2022-09-28 09:30:00-04:00,MLTrader,9377d29d70dc4771b9afe9e271488445,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-28 09:30:00-04:00,MLTrader,9377d29d70dc4771b9afe9e271488445,SPY,sell,market,fill,1,gtc,0.0,1,stock,366.80999755859375,623.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,24eab823add949ff8a37d3c9defc8b25,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,171d20f30ac1458a90d11527e07d18c9,SPY,buy,stop,fill,1,day,0.0,1,stock,382.59900512695316,418.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,813f216f418a42ba8f279fa50f43a5a4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,a39343ebf82045718be88e820c79f1b7,SPY,buy,stop,fill,1,day,0.0,1,stock,385.15049743652344,623.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,5cdfa8ef579a4af18f5e189b3d712feb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,5cdfa8ef579a4af18f5e189b3d712feb,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,367.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,873c77dd771c49f3a64c49e24a344d6f,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,f2a1bbe0855247e3a7a0f1140c957022,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,367.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,c23b6eecb80b4a9987328e56f89f3121,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,c23b6eecb80b4a9987328e56f89f3121,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,339.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,73190ab90a2a4f76b0ff1b3223be4bf5,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,81b7f38aae3a4fb18a9e8d1af0414768,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,0422c3dc0d3d4b02b533eb8e403c00a6,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,20e495387a5e4148b1c9c97ce2a123ef,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,0422c3dc0d3d4b02b533eb8e403c00a6,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,339.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,20e495387a5e4148b1c9c97ce2a123ef,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,487.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,dc8a2d368c3142e5b0c649bb13fe94d3,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,50be0a19b12446bc85c61ffdbaea075c,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,fabdc7a2b87e49bb85653c2f258596ef,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,d9201d2be7524a3bbcf5263006c7bf13,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,fabdc7a2b87e49bb85653c2f258596ef,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,487.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,d9201d2be7524a3bbcf5263006c7bf13,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,73.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,4e1389ecc31846ddbe495e14aec79aef,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,4e1389ecc31846ddbe495e14aec79aef,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,348.0,0.0
2023-07-26 09:30:00-04:00,MLTrader,77009628a8bc42a6aa805ea5af17efd0,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,MLTrader,2964053330d6484690a8cd8edd63b491,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,73.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,55dcfb97b68a44b3a84942774304ff93,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,55dcfb97b68a44b3a84942774304ff93,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,472.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,e0ae1ac90c104b3caa1fe3b7e4dd7141,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,e0ae1ac90c104b3caa1fe3b7e4dd7141,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,722.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,94cffd27946849c2af7a8e5e8d708686,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,94cffd27946849c2af7a8e5e8d708686,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,1090.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,1e2bcbb79ae243d5873a1253524861b5,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,1e2bcbb79ae243d5873a1253524861b5,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,1621.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,0cb5ff81db52445c85cff17d9ae2bd19,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,0cb5ff81db52445c85cff17d9ae2bd19,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,2498.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,ce1601d4ffc34cd39565000abd0c4702,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,ce1601d4ffc34cd39565000abd0c4702,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,3695.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,d143a7938f8347768393cc1dc43e987a,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d77fbb35f47a4dac9abf5021925e5ee1,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3aebcc7cce454845b0552fb0812b63ee,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,845e5d6cc059404a9bb0688d702fccbc,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c053296926af4c9cb3a9fd5bb429a4e3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,adf18d3d4eb64dff9e8caf48faa63ed0,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,08dde9a873894877b37d119e0e00c81f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4bf29ae9d18143d99d97e67748f789f5,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f597a6b2270a4b8896a79f7299ce427d,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,2ed121b8c94e49fa81f7440b21f1d819,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,77c57a53e2ca4c059d169fc9093bd1ad,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,5a022f1b2ec84b3cb410cb90fe9baeb6,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,ebe6d3caf8624b089717daf26ad3547f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,be84383b2c25401894da6f99c013580d,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,e5f53550abc643efa36fb822461c1155,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d1cb1c9f4a8a4847944f9aab6ff1e929,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,e5f53550abc643efa36fb822461c1155,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,10446.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,d1cb1c9f4a8a4847944f9aab6ff1e929,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,5419.0,0.0
2024-06-11 09:30:00-04:00,MLTrader,fe4e4d6d69b34a0396d22be2b0cf0056,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-11 09:30:00-04:00,MLTrader,d6e050370cd14136b79da70f522bfa18,SPY,sell,limit,fill,1,day,0.0,1,stock,541.6300048828125,5419.0,0.0
2024-06-14 09:30:00-04:00,MLTrader,8261d507b8774601a56c4af166b0abce,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-06-14 09:30:00-04:00,MLTrader,8261d507b8774601a56c4af166b0abce,SPY,buy,market,fill,1,gtc,0.0,1,stock,540.8800048828125,635.0,0.0
2024-06-24 09:30:00-04:00,MLTrader,008eafaea0a54539a1ed7a1fc9ae6b3d,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-06-24 09:30:00-04:00,MLTrader,7f501ee65d304af4bcffbd305a67f37b,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-06-24 09:30:00-04:00,MLTrader,d78844df08e64c37a65502bc55c451b8,SPY,sell,market,new,1,day,0.0,1,stock,,,
2024-06-24 09:30:00-04:00,MLTrader,064f9a2d05bf4dec87f2f0f086dc256f,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2024-06-24 09:30:00-04:00,MLTrader,d78844df08e64c37a65502bc55c451b8,SPY,sell,market,fill,1,day,0.0,1,stock,543.989990234375,635.0,0.0
2024-06-24 09:30:00-04:00,MLTrader,064f9a2d05bf4dec87f2f0f086dc256f,SPY,sell,market,fill,1,gtc,0.0,1,stock,543.989990234375,316.0,0.0
2024-06-27 09:30:00-04:00,MLTrader,9d4ab1557a004d978f3e5ac565114d7e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2024-06-27 09:30:00-04:00,MLTrader,9d4ab1557a004d978f3e5ac565114d7e,SPY,sell,market,fill,1,gtc,0.0,1,stock,547.1599731445312,787.0,0.0
2024-09-18 09:30:00-04:00,MLTrader,e318f4a4cb95451aa1b0e20e3ccf18a2,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-09-18 09:30:00-04:00,MLTrader,a9012f1017594c40a72b0eb3465b3ba0,SPY,buy,stop,fill,1,day,0.0,1,stock,571.1894897460937,316.0,0.0
2024-09-25 09:30:00-04:00,MLTrader,c1b0f1a1b0354ebf873db60824148f0b,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-09-25 09:30:00-04:00,MLTrader,bfe4179ab4c543faa9299f4047362abb,SPY,buy,stop,fill,1,day,0.0,1,stock,574.5179718017579,787.0,0.0
2024-10-22 09:30:00-04:00,MLTrader,8df0a1da18f84725995a42dbd6094e8f,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2024-10-22 09:30:00-04:00,MLTrader,8df0a1da18f84725995a42dbd6094e8f,SPY,sell,market,fill,1,gtc,0.0,1,stock,581.260009765625,567.0,0.0
2024-11-04 09:30:00-05:00,MLTrader,5ed4f5e76e7e4c66a4ae8612a641eb4b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2024-11-04 09:30:00-05:00,MLTrader,5ed4f5e76e7e4c66a4ae8612a641eb4b,SPY,sell,market,fill,1,gtc,0.0,1,stock,571.1799926757812,866.0,0.0
2024-11-11 08:30:00-05:00,MLTrader,e1d6f73edfaa4821bec8fd4ea076436b,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2024-11-11 08:30:00-05:00,MLTrader,bfe477210587447eb714060b62b97e5c,SPY,buy,stop,fill,1,day,0.0,1,stock,599.8099975585938,866.0,0.0
